,idDrink,strDrink,strTags,strCategory,strIBA,strAlcoholic,strGlass,strInstructions,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,ingredients_combined
169,17176,Ipamena,,Ordinary Drink,,Non alcoholic,wine glass,"Cut half a lime into pieces, place in a shaker, add the sugar and crush. Measure the passion fruit juice, add it to the shaker and fill up with ice cubes. Close the shaker and shake vigorously. Pour the liquid into a glass, top up with ginger ale, stir with a teaspoon and then garnish the rim of the glass with a slice of lime",Lime,Brown sugar,Passion fruit juice,Ginger ale,Ice,,,,,,,4.0,0.3,1.35,0.5,0.2,,,,,,,"lime, brown sugar, passion fruit juice, ginger ale, ice"
170,13539,Ice Pick,,Ordinary Drink,,Alcoholic,collins glass,Put Vodka in glass fill with iced tea. Stir in lemon to taste.,Vodka,Iced tea,Lemon juice,,,,,,,,,1.5,6.0,,,,,,,,,,"vodka, iced tea, lemon juice"
171,12770,Iced Coffee,,Coffee / Tea,,Non alcoholic,coffee mug,Mix together until coffee and sugar is dissolved. Add milk. Shake well. Using a blender or milk shake maker produces a very foamy drink. Serve in coffee mug.,Coffee,Sugar,Water,Milk,,,,,,,,2.0,2.0,2.0,8.0,,,,,,,,"coffee, sugar, water, milk"
172,12820,Irish Cream,,Homemade Liqueur,,Alcoholic,irish coffee cup,Mix scotch and milk. Add half-and-half. Add rest.,Scotch,Half-and-half,Condensed milk,Coconut syrup,Chocolate syrup,,,,,,,8.0,10.0,14.0,,0.5,,,,,,,"scotch, halfandhalf, condensed milk, coconut syrup, chocolate syrup"
173,13971,Irish Coffee,"IBA,ContemporaryClassic",Coffee / Tea,Contemporary Classics,Alcoholic,irish coffee cup,"Heat the coffee, whiskey and sugar; do not boil. Pour into glass and top with cream; serve hot.",Irish whiskey,Coffee,Sugar,Whipped cream,,,,,,,,1.5,8.0,0.167,0.5,,,,,,,,"irish whiskey, coffee, sugar, whipped cream"
174,11528,Irish Spring,,Ordinary Drink,,Alcoholic,collins glass,"Pour all ingredients (except orange slice and cherry) into a collins glass over ice cubes. Garnish with the slice of orange, add the cherry on top, and serve.",Irish whiskey,Peach brandy,Orange juice,Sweet and sour,Orange,Cherry,,,,,,1.0,0.5,1.0,1.0,,1.0,,,,,,"irish whiskey, peach brandy, orange juice, sweet sour, orange, cherry"
175,11524,Imperial Fizz,,Ordinary Drink,,Alcoholic,highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Light rum,Blended whiskey,Lemon,Powdered sugar,Carbonated water,,,,,,,0.5,1.5,0.5,0.167,,,,,,,,"light rum, blended whiskey, lemon, powdered sugar, carbonated water"
176,17015,Irish Russian,,Beer,,Alcoholic,highball glass,Add the ingredients in the order listed in the recipe. Care must be taken when adding the Guinness to prevent an excess of foam. Do Not add ice.,Vodka,Kahlua,Coca-Cola,Guinness stout,,,,,,,,1.5,1.5,0.021,0.2,,,,,,,,"vodka, kahlua, cocacola, guinness stout"
177,12706,Imperial Cocktail,,Cocktail,,Alcoholic,cocktail glass,Shake with ice and strain into cocktail glass.,Lime juice,Gin,Aperol,,,,,,,,,1.4,0.67,1.35,,,,,,,,,"lime juice, gin, aperol"
178,12772,Iced Coffee Fillip,,Coffee / Tea,,Alcoholic,coffee mug,Mix together in a coffee mug and chill before serving.,Kahlua,Coffee,,,,,,,,,,0.3,8.0,,,,,,,,,,"kahlua, coffee"
179,16987,Irish Curdling Cow,,Cocktail,,Alcoholic,highball glass,"Pour Irish Cream, Vodka, and Bourbon in a glass. Add some ice and mix in the orange juice.",Baileys irish cream,Bourbon,Vodka,Orange juice,,,,,,,,0.75,0.75,0.75,3.0,,,,,,,,"baileys irish cream, bourbon, vodka, orange juice"
180,17178,Jam Donut,,Shot,,Alcoholic,shot glass,"Coat the rim of a shot glass with sugar using sugar syrup to stick. Add the Chambord raspberry liqueur to the shot glass, and carefully layer the Baileys Irish Cream on top. Serve.",Baileys irish cream,Chambord raspberry liqueur,Sugar syrup,Sugar,,,,,,,,0.67,0.33,0.167,,,,,,,,,"baileys irish cream, chambord raspberry liqueur, sugar syrup, sugar"
181,16178,Jitterbug,,Cocktail,,Alcoholic,cocktail glass,"Wet glass, dip rim in sugar. Then add Ice. Then add everything else. It's that simple!",Gin,Vodka,Grenadine,Lime juice,Sugar,Sugar syrup,Soda water,,,,,3.0,1.5,0.625,1.5,,0.0625,0.5,,,,,"gin, vodka, grenadine, lime juice, sugar, sugar syrup, soda water"
182,13847,Jackhammer,,Ordinary Drink,,Alcoholic,collins glass,"Serve over ice- Warning,Deadly!",Jack Daniels,Amaretto,,,,,,,,,,1.0,1.0,,,,,,,,,,"jack daniels, amaretto"
183,13775,Jelly Bean,,Shot,,Alcoholic,cordial glass,mix equal parts in pony glass-tastes just like a jelly bean!,Blackberry brandy,Anis,,,,,,,,,,1.0,1.0,,,,,,,,,,"blackberry brandy, anis"
184,14956,Jello shots,,Shot,,Alcoholic,shot glass,"Boil 3 cups of water then add jello. Mix jello and water until jello is completely disolved. Add the two cups of vodka and mix together. Pour mixture into plastic shot glasses and chill until firm. Then, eat away...",Vodka,Jello,Water,,,,,,,,,16.0,,,,,,,,,,,"vodka, jello, water"
185,14095,Jamaica Kiss,,Shake,,Alcoholic,hurricane glass,Fill a tumbler with ice cubes. Add a shot of Tia Maria and a shot of Jamaican light rum. Fill the tumbler with milk. Blend until smooth and serve immediately.,Coffee liqueur,Light rum,Ice,Milk,,,,,,,,1.5,1.5,,12.0,,,,,,,,"coffee liqueur, light rum, ice, milk"
186,11580,John Collins,IBA,Ordinary Drink,,Alcoholic,collins glass,Pour all ingredients directly into highball glass filled with ice. Stir gently. Garnish. Add a dash of Angostura bitters.,Bourbon,Lemon juice,Sugar,Club soda,Maraschino cherry,Orange,,,,,,2.0,1.0,,3.0,1.0,1.0,,,,,,"bourbon, lemon juice, sugar, club soda, maraschino cherry, orange"
187,11558,Japanese Fizz,,Ordinary Drink,,Alcoholic,highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Blended whiskey,Lemon,Powdered sugar,Port,Egg white,Carbonated water,,,,,,1.5,0.75,0.167,0.5,1.0,0.5,,,,,,"blended whiskey, lemon, powdered sugar, port, egg white, carbonated water"
188,15825,Jamaican Coffee,,Coffee / Tea,,Alcoholic,champagne flute,"Stir the rum, coffee and water together. Top with the whipped cream. Sprinkle with a pinch of well ground coffee and drink with a straw.",Rum,Coffee,Water,Whipped cream,,,,,,,,1.5,3.38,4.0,,,,,,,,,"rum, coffee, water, whipped cream"
189,12688,Just a Moonmint,,Shake,,Non alcoholic,highball glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Milk,Chocolate syrup,Mint syrup,,,,,,,,,16.0,,2.0,,,,,,,,,"milk, chocolate syrup, mint syrup"
190,11566,Jewel Of The Nile,,Ordinary Drink,,Alcoholic,cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Gin,Green Chartreuse,Yellow Chartreuse,,,,,,,,,1.5,0.5,0.5,,,,,,,,,"gin, green chartreuse, yellow chartreuse"
191,11542,Jack Rose Cocktail,Beach,Ordinary Drink,,Alcoholic,cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Apple brandy,Grenadine,Lime,,,,,,,,,1.5,0.17,0.5,,,,,,,,,"apple brandy, grenadine, lime"
192,16275,Jack's Vanilla Coke,,Other / Unknown,,Alcoholic,old-fashioned glass,"After pouring in your ingredients, and adding 3-5 ice cubes, according to taste. Stir the drink with a stirrer to get the Vanilla off the bottom.",Ice,Tennessee whiskey,Vanilla extract,Coca-Cola,,,,,,,,,2.0,0.167,11.0,,,,,,,,"ice, tennessee whiskey, vanilla extract, cocacola"
193,17203,Kir,"IBA,ContemporaryClassic",Ordinary Drink,,Alcoholic,wine glass,"Add the crème de cassis to the bottom of the glass, then top up with wine.",Creme de Cassis,Champagne,,,,,,,,,,1.0,3.0,,,,,,,,,,"creme de cassis, champagne"
194,12764,Karsk,,Ordinary Drink,,Alcoholic,highball glass,"Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality.",Coffee,Grain alcohol,,,,,,,,,,1.0,2.0,,,,,,,,,,"coffee, grain alcohol"
195,11600,Kamikaze,"IBA,NewEra",Ordinary Drink,New Era Drinks,Alcoholic,cocktail glass,"Shake all ingredients together with ice. Strain into glass, garnish and serve.",Vodka,Triple sec,Lime juice,,,,,,,,,1.0,1.0,1.0,,,,,,,,,"vodka, triple sec, lime juice"
196,13837,Kir Royale,,Ordinary Drink,,Alcoholic,champagne flute,"Pour Creme de cassis in glass, gently pour champagne on top",Creme de Cassis,Champagne,,,,,,,,,,1.0,3.0,,,,,,,,,,"creme de cassis, champagne"
197,14752,Kiwi Lemon,,Ordinary Drink,,Alcoholic,highball glass,Mix in highball glass. Stirr. Garnish with slice of kiwi.,Kiwi liqueur,Bitter lemon,Ice,,,,,,,,,1.0,2.0,,,,,,,,,,"kiwi liqueur, bitter lemon, ice"
198,14456,Kurant Tea,,Coffee / Tea,,Alcoholic,champagne flute,"Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!",Absolut Kurant,Tea,Sugar,,,,,,,,,1.4,8.0,,,,,,,,,,"absolut kurant, tea, sugar"
199,16951,Kioki Coffee,,Coffee / Tea,,Alcoholic,coffee mug,Stir. Add whipped cream to the top.,Kahlua,Brandy,Coffee,,,,,,,,,1.0,0.5,6.0,,,,,,,,,"kahlua, brandy, coffee"
200,178359,Kiwi Martini,"Green, Sharp",Cocktail,,Alcoholic,cocktail glass,"The kiwi martini is a very fun vodka cocktail and it is one of the best drinks that makes use of fresh fruit. Though there are a few recipes floating around, this is one of the easiest and it is an absolutely delightful green martini to drink.

For this recipe, you'll simply muddle slices of kiwi with simple syrup, then shake it with vodka. It's a drink that anyone can mix up in minutes and a perfect cocktail to show off your favorite vodka.",Kiwi,Sugar Syrup,Vodka,Kiwi,,,,,,,,,0.17,1.5,,,,,,,,,"kiwi, sugar syrup, vodka, kiwi"
201,15026,Kiss me Quick,,Ordinary Drink,,Alcoholic,highball glass,mix in the glass,Cranberry vodka,Apfelkorn,Schweppes Russchian,Apple juice,Ice,,,,,,,1.4,0.67,2.37,2.71,,,,,,,,"cranberry vodka, apfelkorn, schweppes russchian, apple juice, ice"
202,13190,Kool-Aid Shot,,Shot,,Alcoholic,old-fashioned glass,Pour into a large glass with ice and stir. Add a little cranberry juice to taste.,Vodka,Amaretto,Sloe gin,Triple sec,Cranberry juice,,,,,,,1.5,1.5,1.5,1.5,,,,,,,,"vodka, amaretto, sloe gin, triple sec, cranberry juice"
203,17006,Kool First Aid,,Shot,,Alcoholic,shot glass,"Add Kool Aid to a double shot glass, and top with rum. Slam and shoot.",151 proof rum,Kool-Aid,,,,,,,,,,2.0,0.083,,,,,,,,,,"proof rum, koolaid"
204,11602,Kentucky B And B,,Ordinary Drink,,Alcoholic,brandy snifter,Pour the bourbon and Benedictine into a brandy snifter.,Bourbon,Benedictine,,,,,,,,,,2.0,0.5,,,,,,,,,,"bourbon, benedictine"
205,11604,Kentucky Colonel,,Ordinary Drink,,Alcoholic,cocktail glass,In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.,Bourbon,Benedictine,Lemon peel,,,,,,,,,3.0,0.5,,,,,,,,,,"bourbon, benedictine, lemon peel"
206,14446,Kool-Aid Slammer,,Shot,,Alcoholic,shot glass,"Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid.",Kool-Aid,Vodka,,,,,,,,,,0.5,0.5,,,,,,,,,,"koolaid, vodka"
207,12714,Kiwi Papaya Smoothie,,Other / Unknown,,Non alcoholic,highball glass,Throw everything into a blender and liquify.,Kiwi,Papaya,,,,,,,,,,,,,,,,,,,,,"kiwi, papaya"
208,12720,Kill the cold Smoothie,,Other / Unknown,,Non alcoholic,highball glass,Juice ginger and lemon and add it to hot water. You may add cardomom.,Ginger,Lemon,Water,,,,,,,,,,0.5,8.0,,,,,,,,,"ginger, lemon, water"
209,12704,Limeade,,Other / Unknown,,Non alcoholic,highball glass,"In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.",Lime,Sugar,Soda water,Lime peel,,,,,,,,1.0,0.5,1.0,,,,,,,,,"lime, sugar, soda water, lime peel"
210,14378,Lunch Box,,Beer,,Alcoholic,pint glass,Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.,Beer,Amaretto,Orange juice,,,,,,,,,5.0,1.5,1.0,,,,,,,,,"beer, amaretto, orange juice"
211,14366,Lemon Drop,"IBA,NewEra",Cocktail,,Alcoholic,cocktail glass,Shake and strain into a chilled cocktail glass rimmed with sugar.,Vodka,Cointreau,Lemon,,,,,,,,,2.5,2.25,0.25,,,,,,,,,"vodka, cointreau, lemon"
212,12752,Lemon Shot,,Shot,,Alcoholic,shot glass,"Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade.",Galliano,Absolut Citron,Lemon,Sugar,151 proof rum,,,,,,,0.5,0.5,,0.2,0.5,,,,,,,"galliano, absolut citron, lemon, sugar, proof rum"
213,13196,Long vodka,,Ordinary Drink,,Alcoholic,highball glass,"Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka",Vodka,Lime,Angostura bitters,Tonic water,Ice,,,,,,,1.7,,0.083,3.0,,,,,,,,"vodka, lime, angostura bitters, tonic water, ice"
214,12692,Lassi Khara,,Other / Unknown,,Non alcoholic,highball glass,Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.,Yoghurt,Water,Salt,Asafoetida,,,,,,,,8.0,16.0,0.167,,,,,,,,,"yoghurt, water, salt, asafoetida"
215,12694,Lassi Raita,,Other / Unknown,,Non alcoholic,highball glass,"Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.",Yoghurt,Ice,Sugar,Lime,Salt,,,,,,,16.0,,,,,,,,,,,"yoghurt, ice, sugar, lime, salt"
216,12702,Lemouroudji,,Other / Unknown,,Non alcoholic,highball glass,"Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve.",Ginger,Water,Lemon,Sugar,Cayenne pepper,,,,,,,,128.0,6.0,8.0,,,,,,,,"ginger, water, lemon, sugar, cayenne pepper"
217,11658,Loch Lomond,,Ordinary Drink,,Alcoholic,cocktail glass,"In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",Scotch,Drambuie,Dry Vermouth,Lemon peel,,,,,,,,2.0,0.5,0.5,,,,,,,,,"scotch, drambuie, dry vermouth, lemon peel"
218,11662,London Town,,Ordinary Drink,,Alcoholic,cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Gin,Maraschino liqueur,Orange bitters,,,,,,,,,1.5,0.5,0.041,,,,,,,,,"gin, maraschino liqueur, orange bitters"
219,12698,Lassi - Mango,,Other / Unknown,,Non alcoholic,highball glass,Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.,Mango,Yoghurt,Sugar,Water,,,,,,,,,16.0,,,,,,,,,,"mango, yoghurt, sugar, water"
220,12696,Lassi - Sweet,,Other / Unknown,,Non alcoholic,highball glass,Put all ingredients into a blender and blend until nice and frothy. Serve chilled.,Yoghurt,Water,Sugar,Salt,Lemon juice,,,,,,,8.0,16.0,2.0,,1.0,,,,,,,"yoghurt, water, sugar, salt, lemon juice"
221,15086,Limona Corona,,Beer,,Alcoholic,beer glass,"Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink.",Corona,Bacardi Limon,,,,,,,,,,25.0,1.0,,,,,,,,,,"corona, bacardi limon"
222,11670,Lord And Lady,,Ordinary Drink,,Alcoholic,old-fashioned glass,Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.,Dark rum,Tia maria,,,,,,,,,,1.5,0.5,,,,,,,,,,"dark rum, tia maria"
223,11634,Lady Love Fizz,,Ordinary Drink,,Alcoholic,cocktail glass,"Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve.",Gin,Light cream,Powdered sugar,Lemon,Egg white,Carbonated water,,,,,,2.0,0.3,0.167,0.5,1.0,0.5,,,,,,"gin, light cream, powdered sugar, lemon, egg white, carbonated water"
224,11002,Long Island Tea,"Strong,Asia,StrongFlavor,Brunch,Vegetarian,Sour",Ordinary Drink,,Alcoholic,highball glass,Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.,Vodka,Light rum,Gin,Tequila,Lemon,Coca-Cola,,,,,,0.5,0.5,0.5,0.5,0.5,0.2,,,,,,"vodka, light rum, gin, tequila, lemon, cocacola"
225,11666,Lone Tree Cooler,,Ordinary Drink,,Alcoholic,collins glass,"Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.",Carbonated water,Gin,Dry Vermouth,Powdered sugar,Orange spiral,Lemon peel,,,,,,,1.33,0.5,,,,,,,,,"carbonated water, gin, dry vermouth, powdered sugar, orange spiral, lemon peel"
226,11664,Lone Tree Cocktail,,Ordinary Drink,,Alcoholic,cocktail glass,"Stir ingredients with ice, strain into a cocktail glass, and serve.",Sweet Vermouth,Gin,,,,,,,,,,0.75,1.5,,,,,,,,,,"sweet vermouth, gin"
227,178335,Lazy Coconut Paloma,"Lazy, Sharp",Cocktail,,Alcoholic,highball glass,Mix the coconut liqueur (preferably tequila) with the grapefruit juice and top with soda water. Garnish with a large grapefruit slice against the inside of the glass.,Coconut Liqueur,Grapefruit Juice,Soda Water,,,,,,,,,1.0,1.5,0.5,,,,,,,,,"coconut liqueur, grapefruit juice, soda water"
228,17204,Long Island Iced Tea,"IBA,ContemporaryClassic",Ordinary Drink,Contemporary Classics,Alcoholic,highball glass,Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.,Vodka,Tequila,Light rum,Gin,Coca-Cola,Lemon peel,,,,,,0.5,0.5,0.5,0.5,0.21,,,,,,,"vodka, tequila, light rum, gin, cocacola, lemon peel"
229,178360,Lemon Elderflower Spritzer,"Summer, Fresh, Refreshing",Cocktail,,Alcoholic,highball glass,"Pour all ingredients over ice, stir and enjoy!
",Elderflower cordial,Vodka,Soda Water,Fresh Lemon Juice,,,,,,,,0.3,1.5,2.64,0.2,,,,,,,,"elderflower cordial, vodka, soda water, fresh lemon juice"
230,12690,Lassi - A South Indian Drink,,Other / Unknown,,Non alcoholic,highball glass,"Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold.",Yoghurt,Water,Cumin seed,Salt,Mint,,,,,,,4.0,10.0,,0.042,,,,,,,,"yoghurt, water, cumin seed, salt, mint"
231,12776,Melya,,Coffee / Tea,,Non alcoholic,coffee mug,"Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream.",Espresso,Honey,Cocoa powder,,,,,,,,,24.0,0.167,0.167,,,,,,,,,"espresso, honey, cocoa powder"
232,11000,Mojito,"IBA,ContemporaryClassic,Alcoholic,USA,Asia,Vegan,Citrus,Brunch,Hangover,Mild",Cocktail,Contemporary Classics,Alcoholic,highball glass,Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,Light rum,Lime,Sugar,Mint,Soda water,,,,,,,3.0,1.0,0.33,2.0,0.5,,,,,,,"light rum, lime, sugar, mint, soda water"
233,17205,Mimosa,"IBA,ContemporaryClassic",Ordinary Drink,Contemporary Classics,Alcoholic,champagne flute,"Ensure both ingredients are well chilled, then mix into the glass. Serve cold.",Champagne,Orange juice,,,,,,,,,,2.0,2.0,,,,,,,,,,"champagne, orange juice"
234,11690,Mai Tai,"IBA,ContemporaryClassic",Ordinary Drink,Contemporary Classics,Alcoholic,collins glass,Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.,Light rum,Orgeat syrup,Triple sec,Sweet and sour,Cherry,,,,,,,1.0,0.5,0.5,1.5,1.0,,,,,,,"light rum, orgeat syrup, triple sec, sweet sour, cherry"
235,11728,Martini,,Cocktail,Unforgettables,Alcoholic,cocktail glass,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",Gin,Dry Vermouth,Olive,,,,,,,,,1.67,0.33,1.0,,,,,,,,,"gin, dry vermouth, olive"
236,178343,Michelada,"Hangover,StrongFlavor,Breakfast",Cocktail,,Alcoholic,pint glass,"Mix the beer with tomato juice, freshly squeezed lime juice, and Worcestershire sauce, teriyaki sauce, soy sauce, or hot sauce.
Served In a chilled, salt-rimmed glass
",Beer,Tomato Juice,Lime Juice,Hot Sauce,Worcestershire Sauce,Soy Sauce,,,,,,4.0,4.0,0.5,0.021,0.21,0.021,,,,,,"beer, tomato juice, lime juice, hot sauce, worcestershire sauce, soy sauce"
237,11008,Manhattan,"IBA,Classic,Alcoholic",Cocktail,Unforgettables,Alcoholic,cocktail glass,"Stirred over ice, strained into a chilled glass, garnished, and served up.",Sweet Vermouth,Bourbon,Angostura bitters,Ice,Maraschino cherry,Orange peel,,,,,,0.75,2.5,0.021,,1.0,,,,,,,"sweet vermouth, bourbon, angostura bitters, ice, maraschino cherry, orange peel"
238,11007,Margarita,"IBA,ContemporaryClassic",Ordinary Drink,Contemporary Classics,Alcoholic,cocktail glass,"Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.",Tequila,Triple sec,Lime juice,Salt,,,,,,,,1.5,0.5,1.0,,,,,,,,,"tequila, triple sec, lime juice, salt"
239,178370,Mauresque,,Cocktail,,Alcoholic,collins glass,"1 - Pour the Ricard (or pastis)
2 - Pour the orgeat syrup
3 - Finally pour the water and add ice cubes at your convenience.

Add the ice cubes at the end, otherwise the syrup and pastis do not mix well.",Ricard,Orgeat Syrup,Water,,,,,,,,,1.0,0.3,6.0,,,,,,,,,"ricard, orgeat syrup, water, , , , "
240,17206,Mint Julep,"IBA,ContemporaryClassic",Ordinary Drink,,Alcoholic,collins glass,"In a highball glass gently muddle the mint, sugar and water. Fill the glass with cracked ice, add Bourbon and stir well until the glass is well frosted. Garnish with a mint sprig.",Mint,Bourbon,Powdered sugar,Water,,,,,,,,,2.5,0.167,0.33,,,,,,,,"mint, bourbon, powdered sugar, water"
241,16041,Mudslinger,,Punch / Party Drink,,Alcoholic,punch bowl,Add all contents to a large jug or punch bowl. Stir well!,Southern Comfort,Orange juice,Pepsi Cola,,,,,,,,,35.0,33.0,25.3605,,,,,,,,,"southern comfort, orange juice, pepsi cola"
242,17256,Martinez 2,,Cocktail,,Alcoholic,cocktail glass,"Add all ingredients to a mixing glass and fill with ice.

Stir until chilled, and strain into a chilled coupe glass.",Gin,Sweet Vermouth,Maraschino Liqueur,Angostura Bitters,,,,,,,,1.5,1.5,0.167,0.41,,,,,,,,"gin, sweet vermouth, maraschino liqueur, angostura bitters"
243,16196,Moranguito,,Shot,,Alcoholic,shot glass,"first you put rhe absinthe, then put tequila, then put the Granadine syrup.",Absinthe,Tequila,Grenadine,,,,,,,,,2.0,2.0,1.0,,,,,,,,,"absinthe, tequila, grenadine"
244,13936,Miami Vice,IBA,Cocktail,,Alcoholic,cocktail glass,"First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).",151 proof rum,Pina colada mix,Daiquiri mix,,,,,,,,,2.5,2.0,2.0,,,,,,,,,"proof rum, pina colada mix, daiquiri mix"
245,11009,Moscow Mule,"IBA,ContemporaryClassic",Punch / Party Drink,Contemporary Classics,Alcoholic,copper mug,Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.,Vodka,Lime juice,Ginger ale,,,,,,,,,2.0,2.0,8.0,,,,,,,,,"vodka, lime juice, ginger ale"
246,12988,Mulled Wine,Christmas,Punch / Party Drink,,Alcoholic,collins glass,"Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy.",Water,Sugar,Cloves,Cinnamon,Lemon peel,Red wine,Brandy,,,,,24.0,8.0,,2.0,1.0,25.0,2.0,,,,,"water, sugar, cloves, cinnamon, lemon peel, red wine, brandy"
247,12774,Masala Chai,,Coffee / Tea,,Non alcoholic,coffee mug,Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.,Water,Tea,Ginger,Cardamom,Cloves,Cinnamon,Black pepper,Sugar,Milk,,,16.0,0.5,,,3.0,,," to taste
",to taste,,,"water, tea, ginger, cardamom, cloves, cinnamon, black pepper, sugar, milk"
248,178315,Munich Mule,German,Cocktail,,Alcoholic,highball glass,"Fill glass with ice
Pour Gin and Lime Juice
Fill glass with Ginger Beer
Garnish with Cucumer and Lime slice",Gin,Lime Juice,Ginger Beer,Cucumber,lemon,,,,,,,1.7,0.67,3.38,,,,,,,,,"gin, lime juice, ginger beer, cucumber, lemon"
249,14209,Mocha-Berry,,Coffee / Tea,,Alcoholic,irish coffee cup,"pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream.",Coffee,Chambord raspberry liqueur,Cocoa powder,Whipped cream,,,,,,,,6.0,2.0,1.0,,,,,,,,,"coffee, chambord raspberry liqueur, cocoa powder, whipped cream"
