,idDrink,strDrink,strTags,strCategory,strIBA,strAlcoholic,strGlass,strInstructions,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,ingredients_combined
250,178358,Mango Mojito,Fruity,Cocktail,,Alcoholic,jar,"Squeeze the juice from 1½ limes and blend with the mango to give a smooth purée.
Cut the rest of the limes into quarters, and then cut each wedge in half again. Put 2 pieces of lime in a highball glass for each person and add 1 teaspoon of caster sugar and 5-6 mint leaves to each glass. Squish everything together with a muddler or the end of a rolling pin to release all the flavours from the lime and mint.
Divide the mango purée between the glasses and add 30ml white rum and a handful of crushed ice to each one, stirring well to mix everything together. Top up with soda water to serve and garnish with extra mint, if you like.",Lime,Mango,Mint,White Rum,Ice,Soda Water,Mango,,,,,,,,7.0,,0.2,,,,,,"lime, mango, mint, white rum, ice, soda water, mango"
251,15841,Mojito Extra,,Cocktail,,Alcoholic,collins glass,"Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",Mint,Lemon juice,Dark rum,Club soda,Angostura bitters,,,,,,,0.0,1.0,4.0,4.0,0.014,,,,,,,"mint, lemon juice, dark rum, club soda, angostura bitters"
252,17189,Monkey Gland,"IBA,Classic",Ordinary Drink,Unforgettables,Alcoholic,cocktail glass,"Shake well over ice cubes in a shaker, strain into a chilled cocktail glass.",Gin,Benedictine,Orange juice,Grenadine,,,,,,,,2.0,0.17,0.5,0.167,,,,,,,,"gin, benedictine, orange juice, grenadine"
253,14842,Midnight Mint,,Cocktail,,Alcoholic,cocktail glass,"If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.",Baileys irish cream,White Creme de Menthe,Cream,,,,,,,,,1.0,0.75,0.75,,,,,,,,,"baileys irish cream, white creme de menthe, cream"
254,17188,Mary Pickford,"IBA,Classic",Cocktail,Unforgettables,Alcoholic,cocktail glass,Shake and strain into a chilled large cocktail glass,Light rum,Pineapple juice,Maraschino liqueur,Grenadine,Maraschino cherry,,,,,,,1.5,1.0,,0.083,1.0,,,,,,,"light rum, pineapple juice, maraschino liqueur, grenadine, maraschino cherry"
255,11798,Monkey Wrench,,Ordinary Drink,,Alcoholic,old-fashioned glass,Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.,Light rum,Grapefruit juice,Bitters,,,,,,,,,1.5,3.0,0.021,,,,,,,,,"light rum, grapefruit juice, bitters"
256,11003,Negroni,"IBA,Classic",Ordinary Drink,Unforgettables,Alcoholic,old-fashioned glass,"Stir into glass over ice, garnish and serve.",Gin,Campari,Sweet Vermouth,,,,,,,,,1.0,1.0,1.0,,,,,,,,,"gin, campari, sweet vermouth"
257,11844,New York Sour,,Ordinary Drink,,Alcoholic,whiskey sour glass,"Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve.",Blended whiskey,Lemon,Sugar,Red wine,Lemon,Cherry,,,,,,2.0,0.75,0.167,,,,,,,,,"blended whiskey, lemon, sugar, red wine, lemon, cherry"
258,13861,Nutty Irishman,,Shake,,Alcoholic,highball glass,Serve over ice,Baileys irish cream,Frangelico,Milk,,,,,,,,,1.0,0.5,0.5,,,,,,,,,"baileys irish cream, frangelico, milk"
259,13192,National Aquarium,,Ordinary Drink,,Alcoholic,collins glass,Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.,Rum,Vodka,Gin,Blue Curacao,Sour mix,Lemon-lime soda,,,,,,0.5,0.5,0.5,0.5,2.0,0.2,,,,,,"rum, vodka, gin, blue curacao, sour mix, lemonlime soda"
260,13204,New York Lemonade,,Cocktail,,Alcoholic,cocktail glass,Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.,Absolut Citron,Grand Marnier,Lemon juice,Club soda,,,,,,,,2.0,1.0,2.0,1.0,,,,,,,,"absolut citron, grand marnier, lemon juice, club soda"
261,12746,Nuked Hot Chocolate,,Cocoa,,Non alcoholic,coffee mug,"Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts.",Cocoa powder,Sugar,Vanilla extract,Milk,,,,,,,,0.3,0.17,,12.0,,,,,,,,"cocoa powder, sugar, vanilla extract, milk"
262,11872,Orgasm,,Ordinary Drink,,Alcoholic,cocktail glass,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",Creme de Cacao,Amaretto,Triple sec,Vodka,Light cream,,,,,,,0.5,0.5,0.5,0.5,1.0,,,,,,,"creme de cacao, amaretto, triple sec, vodka, light cream"
263,17827,Old Pal,,Cocktail,,Alcoholic,nick and nora glass,"Chill cocktail glass. Add ingredients to a mixing glass, and fill 2/3 full with ice. Stir about 20 seconds. Empty cocktail glass and strain into the glass. Garnish with a twist of lemon peel.",Rye whiskey,Campari,Dry Vermouth,,,,,,,,,2.0,1.0,1.0,,,,,,,,,"rye whiskey, campari, dry vermouth"
264,178371,Old Cuban,,Cocktail,,Alcoholic,cocktail glass,"Shake a handful of mint, 2oz white rum, 1oz of sugar syrup, 1oz lime juice and 2 dashes angostura bitters with ice. Double strain into a glass and top with 2oz of prosecco.",White Rum,Sugar Syrup,Lime Juice,Angostura Bitters,Prosecco,,,,,,,2.0,1.0,1.0,0.41,2.0,,,,,,,"white rum, sugar syrup, lime juice, angostura bitters, prosecco, , "
265,12618,Orangeade,,Cocktail,,Non alcoholic,highball glass,"Place some ice cubes in a large tumbler or highball glass, add lemon juice, orange juice, sugar syrup, and stir well. Top up with cold soda water, serve with a drinking straw.",Lemon juice,Orange juice,Sugar syrup,Soda water,,,,,,,,1.7,5.0,1.0,0.5,,,,,,,,"lemon juice, orange juice, sugar syrup, soda water"
266,16995,Orange Whip,,Other / Unknown,,Alcoholic,collins glass,Pour ingredients over ice and stir.,Orange juice,Rum,Vodka,Cream,Ice,,,,,,,4.0,1.0,1.0,,,,,,,,,"orange juice, rum, vodka, cream, ice"
267,15330,Orange Crush,,Shot,,Alcoholic,shot glass,Add all ingredients to tumbler-Pour as shot,Vodka,Triple sec,Orange juice,,,,,,,,,1.0,1.0,1.0,,,,,,,,,"vodka, triple sec, orange juice"
268,11870,Orange Oasis,,Ordinary Drink,,Alcoholic,highball glass,"Shake brandy, gin, and orange juice with ice and strain into a highball glass over ice cubes. Fill with ginger ale, stir, and serve.",Cherry brandy,Gin,Orange juice,Ginger ale,,,,,,,,0.5,1.5,4.0,2.0,,,,,,,,"cherry brandy, gin, orange juice, ginger ale"
269,11001,Old Fashioned,"IBA,Classic,Alcoholic,Expensive,Savory",Cocktail,Unforgettables,Alcoholic,old-fashioned glass,"Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.
Fill the glass with ice cubes and add whiskey.

Garnish with orange twist, and a cocktail cherry.",Bourbon,Angostura bitters,Sugar,Water,,,,,,,,1.5,0.041,,0.021,,,,,,,,"bourbon, angostura bitters, sugar, water"
270,13499,Oreo Mudslide,,Ordinary Drink,,Alcoholic,collins glass,"Blend Vodka, Kahlua, Bailey's, ice-cream and the Oreo well in a blender. Pour into a large frosted glass. Garnish with whipped cream and a cherry.",Vodka,Kahlua,Baileys irish cream,Vanilla ice-cream,Oreo cookie,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,"vodka, kahlua, baileys irish cream, vanilla icecream, oreo cookie"
271,17266,Oatmeal Cookie,,Cocktail,,Alcoholic,mason jar,"Just mix it all together.
It's meant to be a shot, but it works just fine as a proper adult-sized drink over lots of ice.

Tastes like an oatmeal cookie.",Kahlua,Baileys irish cream,Butterscotch schnapps,Jagermeister,Goldschlager,,,,,,,1.0,2.0,4.0,1.0,1.5,,,,,,,"kahlua, baileys irish cream, butterscotch schnapps, jagermeister, goldschlager"
272,14586,Orange Push-up,,Ordinary Drink,,Alcoholic,hurricane glass,Combine liquors in a blender. Add a half scoop of ice and blend. Garnish with an orange and cherry flag. So good it will melt in your mouth!!!,Spiced rum,Grenadine,Orange juice,Sour mix,,,,,,,,1.5,0.5,4.0,0.2,,,,,,,,"spiced rum, grenadine, orange juice, sour mix"
273,178341,Orange Rosemary Collins,Citrus,Cocktail,,Alcoholic,highball glass,Add the spirits to the bottom of the glass and top equally with the mixer drinks. Garnish with orange slices inside the glass as well as some rosemary on top.,Gin,Orange Juice,Lemon Juice,Rosemary Syrup,Soda Water,Rosemary,Orange Peel,,,,,1.5,0.5,0.5,0.8,0.2,,,,,,,"gin, orange juice, lemon juice, rosemary syrup, soda water, rosemary, orange peel"
274,12748,Orange Scented Hot Chocolate,,Cocoa,,Non alcoholic,coffee mug,"Combine all ingredients in heavy medium saucepan. Stir over low heat until chocolate melts. Increase heat and bring just to a boil, stirring often. Remove from heat and whisk untily frothy. Return to heat and bring to boil again. Remove from heat, whisk until frothy. Repeat heating and whisking once again. Discard orange peel. (Can be prepared 2 hours ahead. Let stand at room temperature. Before serving, bring just to boil, remove from heat and whisk until frothy.) Pour hot chocolate into coffee mugs. Makes 2 servings.",Milk,Chocolate,Orange peel,Espresso,Nutmeg,,,,,,,16.0,4.0,,0.083,,,,,,,,"milk, chocolate, orange peel, espresso, nutmeg"
275,13200,Owen's Grandmother's Revenge,,Ordinary Drink,,Alcoholic,highball glass,Add ingredients and mix in blender.,Whiskey,Beer,Lemonade,Ice,,,,,,,,12.0,12.0,,,,,,,,,,"whiskey, beer, lemonade, ice"
276,17253,Paloma,,Cocktail,,Alcoholic,collins glass,Stir together and serve over ice.,Grape Soda,Tequila,,,,,,,,,,3.0,1.5,,,,,,,,,,"grape soda, tequila"
277,17190,Paradise,IBA,Ordinary Drink,Unforgettables,Alcoholic,cocktail glass,Shake together over ice. Strain into cocktail glass and serve chilled.,Gin,Apricot Brandy,Orange Juice,,,,,,,,,1.16,0.67,0.5,,,,,,,,,"gin, apricot brandy, orange juice"
278,11936,Pink Gin,,Ordinary Drink,,Alcoholic,white wine glass,"Pour the bitters into a wine glass. Swirl the glass to coat the inside with the bitters, shake out the excess. Pour the gin into the glass. Do not add ice.",Bitters,Gin,,,,,,,,,,0.063,2.0,,,,,,,,,,"bitters, gin"
279,17249,Pegu Club,,Cocktail,,Alcoholic,cocktail glass,"Shake, strain, up, cocktail glass",Gin,Orange Curacao,Lime Juice,Angostura Bitters,Orange Bitters,,,,,,,1.5,0.75,0.75,0.021,0.21,,,,,,,"gin, orange curacao, lime juice, angostura bitters, orange bitters"
280,11938,Pink Lady,,Ordinary Drink,,Alcoholic,cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Gin,Grenadine,Light cream,Egg white,,,,,,,,1.5,0.17,0.167,1.0,,,,,,,,"gin, grenadine, light cream, egg white"
281,178354,Pink Moon,"Fresh, Summer, Colourful, Nature",Cocktail,,Alcoholic,whiskey glass,"Slowly shake in a shaker with ice, strain into a square whiskey glass. Top with fresh ice. Add the blackberries to garnish. Add flowers and a green leaf for a special look!",Gin,Coconut Liqueur,Elderflower cordial,Lime Juice,Blackberries,,,,,,,1.5,1.5,,1.0,,,,,,,,"gin, coconut liqueur, elderflower cordial, lime juice, blackberries"
282,17829,Penicillin,,Cocktail,,Alcoholic,old-fashioned glass,"Shake blended Scotch, lemon juice, honey syrup and ginger syrup with ice. Strain over large ice in chilled rocks glass. Float smoky Scotch on top (be sure to use a smoky Scotch such as an Islay single malt). Garnish with candied ginger.",Blended Scotch,Lemon Juice,Honey syrup,Ginger Syrup,Islay single malt Scotch,,,,,,,2.0,0.75,0.33,0.33,0.25,,,,,,,"blended scotch, lemon juice, honey syrup, ginger syrup, islay single malt scotch"
283,13214,Pisco Sour,"IBA,NewEra",Cocktail,New Era Drinks,Alcoholic,cocktail glass,"Vigorously shake and strain contents in a cocktail shaker with ice cubes, then pour into glass and garnish with bitters.
",Pisco,Lemon juice,Sugar,Ice,Egg White,,,,,,,2.0,1.0,,1.0,1.0,,,,,,,"pisco, lemon juice, sugar, ice, egg white"
284,17192,Porto flip,"IBA,Classic",Ordinary Drink,Unforgettables,Alcoholic,cocktail glass,"Shake ingredients together in a mixer with ice. Strain into glass, garnish and serve.",Brandy,Port,Egg Yolk,,,,,,,,,0.5,1.33,,,,,,,,,,"brandy, port, egg yolk"
285,17207,Pina Colada,"IBA,ContemporaryClassic",Ordinary Drink,Contemporary Classics,Alcoholic,collins glass,"Mix with crushed ice in blender until smooth. Pour into chilled glass, garnish and serve.",Light rum,Coconut milk,Pineapple,,,,,,,,,3.0,1.5,,,,,,,,,,"light rum, coconut milk, pineapple"
286,16992,Pink Penocha,,Punch / Party Drink,,Alcoholic,punch bowl,mix all ingredients into bowl keep iced stir frequently,Everclear,Vodka,Peach schnapps,Orange juice,Cranberry juice,,,,,,,35.0,59.0,,128.0,128.0,,,,,,,"everclear, vodka, peach schnapps, orange juice, cranberry juice"
287,178338,Pure Passion,Passion,Cocktail,,Alcoholic,whiskey sour glass,Mix up all ingredients with a cocktail stirrer and serve with crushed ice with mint and edible flour if available.,Rum,Passoa,Lime Juice,Passion fruit syrup,Peach Bitters,Mint,,,,,,1.35,0.68,,0.5,0.21,,,,,,,"rum, passoa, lime juice, passion fruit syrup, peach bitters, mint"
288,13072,Popped cherry,,Ordinary Drink,,Alcoholic,highball glass,Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!,Vodka,Cherry liqueur,Cranberry juice,Orange juice,,,,,,,,2.0,2.0,4.0,4.0,,,,,,,,"vodka, cherry liqueur, cranberry juice, orange juice"
289,11959,Poppy Cocktail,,Ordinary Drink,,Alcoholic,cocktail glass,"Shake ingredients with ice, strain into a cocktail glass, and serve.",Gin,Creme de Cacao,,,,,,,,,,1.5,0.75,,,,,,,,,,"gin, creme de cacao"
290,11965,Port Wine Flip,,Ordinary Drink,,Alcoholic,whiskey sour glass,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,Port,Light cream,Powdered sugar,Egg,Nutmeg,,,,,,,1.5,0.3,0.167,,,,,,,,,"port, light cream, powdered sugar, egg, nutmeg"
291,17191,Planter's Punch,"IBA,Classic",Punch / Party Drink,Unforgettables,Alcoholic,collins glass,"Pour all ingredients, except the bitters, into shaker filled with ice. Shake well. Pour into large glass, filled with ice. Add Angostura bitters, ""on top"". Garnish with cocktail cherry and pineapple.",Dark rum,Orgeat syrup,Orange juice,Pineapple juice,,,,,,,,1.0,0.5,,1.0,,,,,,,,"dark rum, orgeat syrup, orange juice, pineapple juice"
292,178327,Pineapple Paloma,,Cocktail,,Alcoholic,collins glass,"Rub the rim of each glass with lime slice and dip into salt.
Add ice, tequila, grapefruit juice, lime juice and top with pineapple soda.
Give it a quick stir.
Garnish with fresh pineapple or lime.",Tequila,Grapefruit Juice,Fresh Lime Juice,Pineapple Juice,Lime,Pepper,,,,,,4.0,4.0,1.0,8.0,,,,,,,,"tequila, grapefruit juice, fresh lime juice, pineapple juice, lime, pepper"
293,178357,Pornstar Martini,"Adult, Shot, Bubbly",Cocktail,,Alcoholic,cocktail glass,Straight: Pour all ingredients into mixing glass with ice cubes. Shake well. Strain in chilled martini cocktail glass. Cut passion fruit in half and use as garnish. Pour prosecco into a chilled shot glass and serve alongside the martini.,Vodka,Passoa,Passion fruit juice,Lime,Prosecco,,,,,,,1.0,1.0,0.338,0.34,1.5,,,,,,,"vodka, passoa, passion fruit juice, lime, prosecco"
294,178368,Planter’s Punch,,Cocktail,,Alcoholic,highball glass,Squeeze an orange and strain the juice. Put all the ingredients in a shaker filled with ice and shake for at least 12 seconds. Strain into a highball glass and decorate with a pineapple wedge or fruit of your choice.,Dark Rum,Orange Juice,Pineapple Juice,Grenadine,Sugar Syrup,Angostura Bitters,,,,,,1.5,1.0,,0.34,0.34,0.0067628,,,,,,"dark rum, orange juice, pineapple juice, grenadine, sugar syrup, angostura bitters"
295,11961,Port And Starboard,,Ordinary Drink,,Alcoholic,pousse cafe glass,"Pour carefully into a pousse-cafe glass, so that creme de menthe floats on grenadine. Serve without mixing.",Grenadine,Green Creme de Menthe,,,,,,,,,,0.5,0.5,,,,,,,,,,"grenadine, green creme de menthe"
296,11963,Port Wine Cocktail,,Ordinary Drink,,Alcoholic,cocktail glass,"Stir ingredients with ice, strain into a cocktail glass, and serve.",Port,Brandy,,,,,,,,,,2.5,,,,,,,,,,,"port, brandy"
297,15092,Pysch Vitamin Light,,Ordinary Drink,,Non alcoholic,collins glass,Shake with ice.,Orange juice,Apple juice,Pineapple juice,Ice,,,,,,,,1.0,0.5,0.5,,,,,,,,,"orange juice, apple juice, pineapple juice, ice"
298,13535,Pink Panty Pulldowns,,Ordinary Drink,,Alcoholic,collins glass,Shake well,Sprite,Pink lemonade,Vodka,,,,,,,,,33.8,16.0,16.0,,,,,,,,,"sprite, pink lemonade, vodka"
299,178323,Passion Fruit Martini,,Cocktail,,Alcoholic,cocktail glass,Pour all ingredients into a glass and stir. Garnish with half a passion fruit piece.,Vodka,Sugar Syrup,Passion fruit juice,,,,,,,,,1.5,0.75,6.0,,,,,,,,,"vodka, sugar syrup, passion fruit juice"
300,12718,Pineapple Gingerale Smoothie,,Other / Unknown,,Non alcoholic,highball glass,Throw everything into a blender and liquify.,Ginger,Pineapple,,,,,,,,,,,,,,,,,,,,,"ginger, pineapple"
301,11993,Quentin,,Ordinary Drink,,Alcoholic,cocktail glass,"In a shaker half-filled with ice cubes, combine the rum, Kahlua, and cream. Shake well. Strain into a cocktail glass and garnish with the nutmeg.",Dark rum,Kahlua,Light cream,Nutmeg,,,,,,,,1.5,0.5,1.0,,,,,,,,,"dark rum, kahlua, light cream, nutmeg"
302,11987,Queen Bee,,Ordinary Drink,,Alcoholic,cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Coffee brandy,Lime vodka,Sherry,,,,,,,,,1.0,1.5,,,,,,,,,,"coffee brandy, lime vodka, sherry"
303,13198,Quick F**K,,Shot,,Alcoholic,shot glass,"In a shot glass add 1/3 Kahlua first. Then 1/3 Miduri, topping it off with a 1/3 bailey's irish cream",Kahlua,Midori melon liqueur,Baileys irish cream,,,,,,,,,1.0,0.5,0.5,,,,,,,,,"kahlua, midori melon liqueur, baileys irish cream"
304,15761,Quick-sand,,Ordinary Drink,,Alcoholic,highball glass,"Simply add the orange juice, quite a quick pour in order to mix the sambucca with the orange juice. The juice MUST have fruit pulp!",Black Sambuca,Orange juice,,,,,,,,,,0.8,,,,,,,,,,,"black sambuca, orange juice"
305,11989,Queen Charlotte,,Ordinary Drink,,Alcoholic,collins glass,"Pour red wine and grenadine into a collins glass over ice cubes. Fill with lemon-lime soda, stir, and serve.",Red wine,Grenadine,Lemon-lime soda,,,,,,,,,2.0,1.0,1.0,,,,,,,,,"red wine, grenadine, lemonlime soda"
306,11991,Queen Elizabeth,,Ordinary Drink,,Alcoholic,cocktail glass,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Dry Vermouth,Gin,Benedictine,,,,,,,,,0.5,1.5,0.25,,,,,,,,,"dry vermouth, gin, benedictine"
307,11983,Quaker's Cocktail,,Ordinary Drink,,Alcoholic,cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Light rum,Brandy,Lemon,Raspberry syrup,,,,,,,,0.75,0.75,0.5,0.33,,,,,,,,"light rum, brandy, lemon, raspberry syrup"
308,11985,Quarter Deck Cocktail,,Ordinary Drink,,Alcoholic,cocktail glass,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Light rum,Sherry,Lime,,,,,,,,,1.5,,0.5,,,,,,,,,"light rum, sherry, lime"
309,17208,Rose,"IBA,ContemporaryClassic",Ordinary Drink,Contemporary Classics,Alcoholic,cocktail glass,"Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.",Dry Vermouth,Gin,Apricot brandy,Lemon juice,Grenadine,Powdered sugar,,,,,,0.5,1.0,0.5,0.083,0.167,,,,,,,"dry vermouth, gin, apricot brandy, lemon juice, grenadine, powdered sugar"
310,16031,Radler,,Ordinary Drink,,Alcoholic,highball glass,"Pour beer into large mug, slowly add the 7-up (or Sprite).",Beer,7-Up,,,,,,,,,,12.0,12.0,,,,,,,,,,"beer, "
311,12093,Rum Sour,,Ordinary Drink,,Alcoholic,whiskey sour glass,"In a shaker half-filled with ice cubes, combine the rum, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",Light rum,Lemon juice,Sugar,Orange,Maraschino cherry,,,,,,,2.0,1.0,,1.0,1.0,,,,,,,"light rum, lemon juice, sugar, orange, maraschino cherry"
312,14978,Rum Punch,,Punch / Party Drink,,Alcoholic,punch bowl,Mix all ingredients in a punch bowl and serve.,Rum,Ginger ale,Fruit punch,Orange juice,Ice,,,,,,,23.0,,,,,,,,,,,"rum, ginger ale, fruit punch, orange juice, ice"
313,12097,Rum Toddy,,Ordinary Drink,,Alcoholic,old-fashioned glass,Dissolve powdered sugar in water in an old-fashioned glass. Add rum and one ice cube and stir. Add the twist of lemon peel and serve.,Rum,Powdered sugar,Lemon peel,Water,,,,,,,,2.0,0.3,,0.33,,,,,,,,"rum, powdered sugar, lemon peel, water"
314,12055,Royal Fizz,,Ordinary Drink,,Alcoholic,collins glass,Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.,Gin,Sweet and sour,Egg,Coca-Cola,,,,,,,,1.0,2.0,,2.0,,,,,,,,"gin, sweet sour, egg, cocacola"
315,12071,Rum Cooler,,Ordinary Drink,,Alcoholic,collins glass,Pour the rum and soda into a collins glass almost filled with ice cubes. Stir well and garnish with the lemon wedge.,Rum,Lemon-lime soda,Lemon,,,,,,,,,2.0,4.0,1.0,,,,,,,,,"rum, lemonlime soda, lemon"
316,16250,Rum Runner,,Punch / Party Drink,,Alcoholic,cocktail glass,Mix all ingredients in glass & add ice.,Malibu rum,Blackberry brandy,Orange juice,Pineapple juice,Cranberry juice,,,,,,,1.5,1.0,,3.5,3.5,,,,,,,"malibu rum, blackberry brandy, orange juice, pineapple juice, cranberry juice"
317,12101,Rusty Nail,"IBA,Classic",Ordinary Drink,Unforgettables,Alcoholic,old-fashioned glass,Pour the Scotch and Drambuie into an old-fashioned glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,Scotch,Drambuie,Lemon peel,,,,,,,,,1.5,0.5,,,,,,,,,,"scotch, drambuie, lemon peel"
318,14087,Red Snapper,,Shot,,Alcoholic,old-fashioned glass,"One shot each, shake n shoot",Crown Royal,Amaretto,Cranberry juice,,,,,,,,,1.5,1.5,1.5,,,,,,,,,"crown royal, amaretto, cranberry juice"
319,17122,Royal Bitch,,Shot,,Alcoholic,shot glass,Into a shot glass layer the Crown Royal on top of the Frangelico.,Frangelico,Crown Royal,,,,,,,,,,1.0,0.5,,,,,,,,,,"frangelico, crown royal"
320,15082,Royal Flush,,Shot,,Alcoholic,old-fashioned glass,Pour all the ingredients into tumbler over ice. Strain into glass.,Crown Royal,Peach schnapps,Chambord raspberry liqueur,Cranberry juice,,,,,,,,1.5,1.0,0.5,1.0,,,,,,,,"crown royal, peach schnapps, chambord raspberry liqueur, cranberry juice"
321,12067,Rum Cobbler,,Ordinary Drink,,Alcoholic,old-fashioned glass,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the rum. Stir well. Garnish with the cherry and the orange and lemon slices.",Sugar,Club soda,Lemon,Dark rum,Maraschino cherry,Orange,,,,,,0.17,3.0,1.0,2.0,1.0,1.0,,,,,,"sugar, club soda, lemon, dark rum, maraschino cherry, orange"
322,17114,Ruby Tuesday,,Cocktail,,Alcoholic,highball glass,Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir.,Gin,Cranberry juice,Grenadine,,,,,,,,,2.0,5.0,,,,,,,,,,"gin, cranberry juice, grenadine"
323,12630,Rail Splitter,,Cocktail,,Non alcoholic,highball glass,Mix sugar syrup with lemon juice in a tall glass. Fill up with ginger ale.,Sugar syrup,Lemon juice,Ginger ale,,,,,,,,,0.3,2.0,2.0,,,,,,,,,"sugar syrup, lemon juice, ginger ale"
324,17245,Rosemary Blue,,Cocktail,,Alcoholic,balloon glass,"1) Add the Bombay Sapphire, Blue Curacao, rosemary sprig and gently squeezed lemon wedge to a balloon glass. Swirl well to combine.
2) Fill with cubed ice and top with the Fever-Tree Light Tonic Water.
3) Gently fold with a bar spoon to mix.",Gin,Blue Curacao,Tonic Water,Rosemary,,,,,,,,1.7,0.5,,,,,,,,,,"gin, blue curacao, tonic water, rosemary"
325,178367,Ramos Gin Fizz,,Cocktail,,Alcoholic,highball glass,"Prepare all the ingredients on the counter to be able to work well and quickly, especially the cream and egg white.

Pour all the ingredients into a shaker.

Shake vigorously for 1 minute: cream and egg white must be mixed perfectly, so don't rush.

Now open the shaker and put some ice and shake for 1-2 minutes. It depends on how long you can resist!

Pour into a highball glass, add a splash of soda and garnish to taste.

Ramos Gin Fizz was once drunk as an invigorating drink or even as a breakfast, try it as an aperitif and after dinner and you will discover a little gem now lost.",Gin,Lemon Juice,Sugar Syrup,Cream,Egg White,Vanilla extract,Soda Water,,,,,1.5,1.0,1.0,2.0,1.0,0.0033814,0.33814,,,,,"gin, lemon juice, sugar syrup, cream, egg white, vanilla extract, soda water"
326,12057,Royal Gin Fizz,,Ordinary Drink,,Alcoholic,highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Gin,Lemon,Powdered sugar,Egg,Carbonated water,,,,,,,2.0,0.75,0.167,,0.5,,,,,,,"gin, lemon, powdered sugar, egg, carbonated water"
327,12087,Rum Milk Punch,,Ordinary Drink,,Alcoholic,collins glass,Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,Light rum,Milk,Powdered sugar,Nutmeg,,,,,,,,2.0,8.0,0.167,,,,,,,,,"light rum, milk, powdered sugar, nutmeg"
328,178333,Raspberry Julep,,Cocktail,,Alcoholic,cordial glass,"Softly muddle the mint leaves and raspberry syrup in the bottom of the cup. Add crushed ice and Bourbon to the cup and then stir. Top with more ice, garnish with a mint sprig.",Bourbon,Raspberry syrup,Mint,,,,,,,,,2.0,0.5,8.0,,,,,,,,,"bourbon, raspberry syrup, mint"
329,12091,Rum Screwdriver,,Ordinary Drink,,Alcoholic,highball glass,"Pour rum into a highball glass over ice cubes. Add orange juice, stir, and serve.",Light rum,Orange juice,,,,,,,,,,1.5,5.0,,,,,,,,,,"light rum, orange juice"
330,17167,Raspberry Cooler,,Other / Unknown,,Alcoholic,highball glass,Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well.,Raspberry vodka,Lemon-lime soda,Ice,,,,,,,,,2.0,4.0,,,,,,,,,,"raspberry vodka, lemonlime soda, ice"
331,12089,Rum Old-fashioned,,Ordinary Drink,,Alcoholic,old-fashioned glass,"Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.",Light rum,151 proof rum,Powdered sugar,Bitters,Water,Lime peel,,,,,,1.5,0.17,,0.021,0.167,,,,,,,"light rum, proof rum, powdered sugar, bitters, water, lime peel"
